Calendar Group,Event Type Tags,id,Title,Category,Research Topic,Date,Duration,Attendance,Location,Year
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: TBA: TBA,Science,,2/11/2019,1,15,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar:  Adam Leroy: New Views of the Cold Gas in Galaxies,Science,Stellar Dynamics & Stellar Populations,2/12/2019,1,40,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Jonathan Stern, Pablo Marchant",Science,,2/15/2019,1,30,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar:  Erin Kara: X-ray reverberation in accreting black holes,Science,Black Holes & Dead Stars,2/19/2019,1,40,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Marc Kamionkowsk,Science,,2/22/2019,1,30,F160,2019
CIERA - Astronomer Evenings,Public Outreach,542877,CIERA Astronomer Evenings,Outreach,,2/22/2019,1,,Dearborn Observatory,2019
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: TBA: TBA,Science,,2/25/2019,1,15,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Yanqin Wu: A uniform population of planets,Science,Exoplanets & the Solar System,2/26/2019,1,40,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Sarah Wellons, Alex Gurvich ",Science,,3/1/2019,1,30,F160,2019
CIERA - Astronomy on Tap,Public Outreach,,AoT Trivia at AAD,Outreach,Other,3/1/2019,1,100,Chicago IL,2019
CIERA - Special Seminars,Academic Seminars,,IDEAS Program Information Session,Science|Interdisciplinary|Data Science & Computing,Other,3/5/2019,1,40,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Sean Andrews: Observing Planet Formation,Science,Exoplanets & the Solar System,3/5/2019,1,40,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Adam Dempsey, Mario Spera",Science,,3/8/2019,1,30,F160,2019
CIERA - Observational Astronomy Meetings,Academic Seminars,,"Observational Astro Meeting: Antonella Palmese: Gravitational wave astrophysics and cosmology with DES galaxies""""",Science,Gravitational Waves & Multi-Messenger Astronomy,3/11/2019,1,15,F160,2019
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium, Joint w/ ECE: Stefan Danilishin: Measuring Speed""""",Interdisciplinary|Science,Other,3/15/2019,1,30,CIERA,2019
CIERA - Special Seminars,Academic Seminars,,"Special Seminar: Sebastian Perez: Dust unveils the presence of a migrating mini-Neptune in a protoplanetary ring"" """,Science,Exoplanets & the Solar System,3/29/2019,1,40,F160,2019
CIERA - Special Public Events,Public Outreach,,Lakota Stellar STEM weekend,Outreach,Other,3/30/2019,1,10,"Dearborn Observatory, CIERA",2019
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"EPS Seminar & CIERA Interdisciplinary Colloquium: Sean Raymond: Solar System formation in the context of extra-solar planets""""",Interdisciplinary|Science,Exoplanets & the Solar System,4/1/2019,1,40,F160,2019
CIERA - Special Public Events,Public Outreach,,2019 Heilborn Lectures : Rainer Weiss,Outreach,Gravitational Waves & Multi-Messenger Astronomy,4/5/2019,1,,Tech - Ryan Auditorium,2019
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: TBA: TBA,Science,,4/8/2019,1,15,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Vikram Ravi: Towards the Origins of Fast Radio Bursts""""",Science,Life and Death of Stars,4/9/2019,1,40,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Sarah Rugheimer,Science,,4/12/2019,1,30,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Simone Scaringi: One (disk) ring to rule them all: linking accretion from protostars to supermassive black holes ,Science,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy,4/16/2019,1,40,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Maxim Barkov, Farhad Yusef-Zadeh",Science,,4/19/2019,1,30,F160,2019
CIERA - Observational Astronomy Meetings,Academic Seminars,,"Observational Astro Meeting: Charlie Telesco: Mid-IR Astronomy with the 10.4-m Gran Telescopio Canarias (GTC)""""",Science,Other,4/22/2019,1,15,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Abigail Stevens, Sukrit Ranjan",Science,,4/26/2019,1,30,F160,2019
CIERA - Astronomer Evenings,Public Outreach,542878,CIERA Astronomer Evenings,Outreach,,4/26/2019,1,,Dearborn Observatory,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Elisa Quintana: Exploring the Solar Neighborhood with NASA's TESS mission,Science|Data Science & Computing|Interdisciplinary,Exoplanets & the Solar System,4/30/2019,1,40,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: David Spergel, Aprajita Hajela",Science,,5/3/2019,1,30,F160,2019
CIERA - Special Seminars,Academic Seminars,,"Special Workshop: Randolf Klein: SOFIA Science and Capabilities: Cycle 8 Proposal Workshop""""",Science|Interdisciplinary,Other,5/6/2019,1,40,L250,2019
CIERA - Observational Astronomy Meetings,Academic Seminars,,"Observational Astro Meeting: Randolf Klein: SOFIA: Recent Results and Upcoming Opportunities in Airborne Astronomy""""",Science,Other,5/6/2019,1,15,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Leo C. Stein: Testing Einstein with numerical relativity: theories beyond general relativity, and the precision frontier",Science,Gravitational Waves & Multi-Messenger Astronomy,5/7/2019,1,40,F160,2019
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Erik Curiel: A Survey of Foundational Problems for Classical Black Holes and the Hawking Effect""""",Interdisciplinary|Science,Black Holes & Dead Stars,5/9/2019,1,50,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Fiona Harrison, Christopher Berry",Science,,5/10/2019,1,30,F160,2019
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Scott Ransom: Wherefore Pulsars? The Computational Challenges and Physics Rewards of Filtering Needles from Haystacks""""",Interdisciplinary|Science|Data Science & Computing,Stellar Dynamics & Stellar Populations,5/13/2019,1,40,F160,2019
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,Pulsar Workshop,Science,Life and Death of Stars|Black Holes & Dead Stars,5/13/2019,2,8,CIERA,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Jay Strader: Compact Binaries and the Origin of Millisecond Pulsars,Science,Life and Death of Stars,5/14/2019,1,40,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Special Astro Seminar: Ryan Chornock: Optical Spectroscopy in the Era of Large Transient Surveys,Science,Life and Death of Stars,5/15/2019,1,40,F160,2019
CIERA - Special Seminars,Academic Seminars,,Ryan Chornock,Science,,5/15/2019,1,40,,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Jonathan Stern, Adriano Baldeschi",Science,,5/17/2019,1,30,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar:  Nathan Smith: Light Echoes of Eta Carinae, Massive Star Mergers, and Pre-Supernova Eruptions",Science,Life and Death of Stars,5/21/2019,1,40,F160,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Petia Vlahovska, Pierre Gratia ",Science,,5/24/2019,1,30,F160,2019
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar:  Jim Fuller: Surprising Impacts of Gravity Waves,Science,Gravitational Waves & Multi-Messenger Astronomy,5/28/2019,1,40,F160,2019
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium, Dennis Schatz: Making Science Learning Lifelong, Lifewide and Lifedeep""""",Interdisciplinary|Education,Other,5/29/2019,1,50,LR 3,2019
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Dimitri Veras, Koushik Chatterjee",Science,,5/31/2019,1,30,F160,2019
CIERA - Astronomer Evenings,Public Outreach,542879,CIERA Astronomer Evenings ,Outreach,,5/31/2019,1,30,Dearborn Observatory,2019
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: Anna Ho: The Landscape of Engine-Driven Explosions,Science,Other,6/10/2019,1,30,F160,2019
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,BLAST-TNG pre-flight planning meeting,Interdisciplinary,Life and Death of Stars|Exoplanets & the Solar System,6/10/2019,5,30,Northwestern,2019
CIERA - Special Seminars,Academic Seminars,,"Special Seminar: Laura Fissel: Studying Star Formation from the Stratosphere""""",Science,Life and Death of Stars,6/11/2019,1,40,F160,2019
CIERA - Astronomer Evenings,Public Outreach,542880,CIERA Astronomer Evenings,Outreach,,6/28/2019,1,,Dearborn Observatory,2019
CIERA - Astronomer Evenings,Public Outreach,551979,Special CIERA Astronomer Evening: 50th Anniversary of the Apollo 11 Moon Landing,Outreach,,7/12/2019,1,75,Dearborn Observatory,2019
CIERA - Astronomer Evenings,Public Outreach,542881,CIERA Astronomer Evening: 50th Anniversary of the Apollo 11 Moon Landing,Outreach,,7/26/2019,1,75,Dearborn Observatory,2019
CIERA - Astronomy on Tap,Public Outreach,,AoT Trivia at AAD,Outreach,Other,8/1/2019,1,100,Chicago IL,2019
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,SOFIA-ALMA Ophiuchus Collaboration,Science,Life and Death of Stars,8/8/2019,1,6,CIERA,2019
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,HAWC+ Papers Meetings,,,8/12/2019,1,6,CIERA,2019
CIERA - Conferences/Collab Meetings,Conferences,,Extreme Solar Systems IV,Science,Exoplanets & the Solar System,8/19/2019,5,585,"Harpa Center, Reykjavik",2019
CIERA - Conferences/Collab Meetings,Conferences,,Hot-Wiring the Transient Universe VI,Science,Gravitational Waves & Multi-Messenger Astronomy,8/19/2019,4,93,Norris University Center,2019
CIERA - Special Public Events,Public Outreach,551673,"Hotwired Public Lecture: Andrew J. Connolly: Streaming the Universe""""",Outreach,Life and Death of Stars,8/21/2019,1,90,Norris University Center,2019
CIERA - Astronomy on Tap,Public Outreach,,"Astronomy on Tap - ""Cosmic Explosions Across Space and Time""",Outreach,Galaxies & Cosmology,8/21/2019,1,70,Metropolitan Brewing,2019
CIERA - Astronomy on Tap,Public Outreach,,Astronomy on Tap - A Night of Ice and Fire,Outreach,Other,9/1/2019,1,50,"Begley Brewing, Chicago IL",2020
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,Psylib Meeting,,,9/9/2019,2,10,CIERA,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar:  Emily Levesque: Red Supergiants: New Perspectives on Dying Stars,Science,Life and Death of Stars,9/24/2019,1,40,F160,2020
CIERA - Conferences/Collab Meetings,Conferences|Future Leaders,,2019 NSF Research Traineeship (NRT) Annual Meeting,Science|Interdisciplinary|Professional Development|Data Science & Computing,,9/25/2019,3,296,Norris University Center,2020
CIERA - Astronomer Evenings,Public Outreach,542883,CIERA Astronomer Evenings,Outreach,,9/27/2019,1,25,Dearborn Observatory,2020
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: Kaew Samaporn Tinyanont & TBA,Science,,9/30/2019,1,15,924156,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar:  Ray Jayawardhana: Characterizing Exoplanets: From Hot Jupiters to Super-Earths,Science,Exoplanets & the Solar System,10/1/2019,1,45,F160,2020
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Ore Gottlieb,Science,,10/4/2019,1,45,924156,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Matt McQuinn: Welcome to the era of FRB �cosmology�,Science|Interdisciplinary,Galaxies & Cosmology,10/8/2019,1,45,F160,2020
CIERA - Special Public Events,Future Leaders|Education,,STEM discussion panel @ lincoln high school,Outreach,,10/8/2019,1,90,Lincoln Park High School,2020
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Daniel Stark Galaxies in the Reionization Era: New Insight into Escape Fractions and Low Metallicity Massive Stars""""",Science,Stellar Dynamics & Stellar Populations,10/11/2019,1,35,924156,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Laura Blecha: Modeling the multi-messenger signatures of massive black hole evolution,Science,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy,10/15/2019,1,40,F160,2020
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Evgeni Grishin Extreme Orbital Evolution of Few-Body systems: From the Solar System to Gravitational Waves""""",Science,Gravitational Waves & Multi-Messenger Astronomy|Exoplanets & the Solar System,10/18/2019,1,30,924156,2020
CIERA - Special Seminars,Academic Seminars,,"Special Seminar: Joe Bright Extreme outflows from the black hole X-ray binary MAXI J1820+070""""",Science,Black Holes & Dead Stars,10/18/2019,1,40,924156,2020
CIERA - Annual Public Lecture Series,Public Outreach,544287,"CIERA Eleventh Annual Public Lecture by Dr. Priyamvada Natarajan: Cartography of the Cosmos: Mapping the Unseen""""",Outreach,Galaxies & Cosmology,10/24/2019,1,250,Cahn Auditorium,2020
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Alexander Stephan,Science,,10/25/2019,1,35,924156,2020
CIERA - Astronomer Evenings,Public Outreach,542884,CIERA Astronomer Evenings,Outreach,,10/25/2019,1,25,Dearborn Observatory,2020
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: Ashley Villar & Charles D Kilpatrick,Science,,10/28/2019,1,20,924156,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Jennifer Marshall: The future of massively multiplexed spectroscopy: The Maunakea Spectroscopic Explorer,Science,Other,10/29/2019,1,40,F160,2020
CIERA - Astronomy on Tap,Public Outreach,,AoT Trivia at AAD,Outreach,Other,11/1/2019,1,100,Chicago IL,2020
CIERA - Special Seminars,Academic Seminars,,"Special Seminar: Arianna Renzini Mapping the Gravitational Wave Background�""""",Science|Data Science & Computing,Gravitational Waves & Multi-Messenger Astronomy,11/4/2019,1,40,924156,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Maria Petropoulou : Active Galactic Nuclei as high-energy neutrino factories ,Science,Galaxies & Cosmology,11/5/2019,1,45,7th Floor,2020
CIERA - Special Seminars,Academic Seminars,,"Special Seminar: Siddharth Soni Scattering noise in O3"" """,Science,Other,11/7/2019,1,40,924156,2020
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Ileyk El Mellah,Science,,11/8/2019,1,35,924156,2020
CIERA - Astronomer Evenings,Public Outreach,553172,CIERA Astronomer Evening: A Celebration of NASA�s Space Program / Hidden Figures,Outreach,,11/8/2019,1,25,Dearborn Observatory,2020
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: Abigail Polin & Jane Huang,Science,,11/11/2019,1,20,,2020
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Alexander Rasskazov,Science,,11/15/2019,1,35,924156,2020
CIERA - Software Tutorials,Future Leaders,,CIERA Bi-Weekly Software Tutorial,Professional Development|Data Science & Computing,,11/21/2019,1,,8040,2020
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Tiffany Lewis & Chad Bustard,Science,,11/22/2019,1,35,CIERA Caf�,2020
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: Ting Li & Matthew Digman,Science,,11/25/2019,1,20,7th Floor Conf. Rm,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Jason Dexter: beyond the shadow,Science,Other,11/26/2019,1,45,7th Floor,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Emmanuel Fonseca: Pulsar & FRB Astrophysics in the Era of CHIME,Science|Data Science & Computing,Black Holes & Dead Stars|Life and Death of Stars,12/3/2019,1,45,7th Floor,2020
CIERA - Software Tutorials,Future Leaders,,CIERA Bi-Weekly Software Tutorial,Professional Development|Data Science & Computing,,12/5/2019,1,,8040,2020
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium, Jeremy D. Schnittman: Life on Miller's Planet: The Habitability Zone Around Supermassive Black Holes""""",Interdisciplinary|Science,Exoplanets & the Solar System,12/10/2019,1,50,7th Floor Conf. Rm,2020
CIERA - Software Tutorials,Future Leaders,,CIERA Bi-Weekly Software Tutorial,Professional Development|Data Science & Computing,,12/19/2019,1,,8040,2020
CIERA - Software Tutorials,Future Leaders,,CIERA Bi-Weekly Software Tutorial,Professional Development|Data Science & Computing,,1/2/2020,1,,8040,2020
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: Smriti Vats & TBA,Science,,1/13/2020,1,20,7th Floor Conf. Rm,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Rosanne Di Stefano: Mass Transfer within Hierarchical Triples: New Models for Progenitors of Gravitational Mergers and Type Ia Supernovae,Science,Gravitational Waves & Multi-Messenger Astronomy,1/14/2020,1,45,7th Floor,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Sarah Vigeland: Probing Massive and Supermassive Black Holes with Gravitational Waves,Science,Gravitational Waves & Multi-Messenger Astronomy|Black Holes & Dead Stars,1/21/2020,1,45,7th Floor,2020
CIERA - Software Tutorials,Future Leaders,,CIERA Bi-Weekly Software Tutorial ,Professional Development|Data Science & Computing,,1/22/2020,1,,8054,2020
CIERA - Community Events,Community Events,,CIERA New Year open-house,Interdisciplinary,,1/22/2020,1,100,CIERA 8th floor,2020
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: TBA & TBA ,Science,,1/27/2020,1,20,7th Floor Conf. Rm,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Jackie Faherty: Visualizing a Billion Stars for Science and Education ,Science|Interdisciplinary|Education,Stellar Dynamics & Stellar Populations,1/28/2020,1,45,7th Floor,2020
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Michelle Vick,Science,,1/31/2020,1,35,CIERA Caf�,2020
CIERA - Astronomer Evenings,Public Outreach,560313,CIERA Astronomer Evenings,Outreach,,1/31/2020,1,25,Dearborn Observatory,2020
CIERA - Astronomy on Tap,Public Outreach,,AoT Cosmic Couples: following the billion-year romance of stellar partners,Outreach,Stellar Dynamics & Stellar Populations,2/1/2020,1,70,Chicago IL,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Erica Nelson: The emergence of galactic structure ,Science,Galaxies & Cosmology,2/4/2020,1,45,7th Floor,2020
CIERA - Software Tutorials,Future Leaders,,CIERA Bi-Weekly Software Tutorial,Professional Development|Data Science & Computing,,2/5/2020,1,,8054,2020
CIERA - Conferences/Collab Meetings,Collab/Group Meetings|Future Leaders,,James Webb Space Telescope Proposal Workshop,Science,Other,2/6/2020,1,12,CIERA,2020
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Ugo di Carlo,Science,,2/7/2020,1,35,CIERA Caf�,2020
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: Geoffrey Ryan & TBA,Science,,2/10/2020,1,20,7th Floor Conf. Rm,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Philipp Moesta: Magnetic Fields, Jets, and Turbulence in the Multi-messenger Era",Science,Gravitational Waves & Multi-Messenger Astronomy,2/11/2020,1,45,7th Floor,2020
CIERA - Special Public Events,Future Leaders|Education,,"CIERA Graduate Students oversee visit from Chicago students ""Off the Street Club""",Education|Interdisciplinary,,2/18/2020,1,16,Dearborn Observatory,2020
CIERA - Software Tutorials,Future Leaders,,CIERA Bi-Weekly Software Tutorial,Professional Development|Data Science & Computing,,2/19/2020,1,,8054,2020
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Irina Zhuravleva,Science,,2/21/2020,1,35,CIERA Caf�,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Irina Zhuravleva,Science,,2/21/2020,1,45,,2020
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting: TBA & TBA,Science,,2/24/2020,1,20,7th Floor Conf. Rm,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Andrew Vanderburg: Preparing for Earth 2.0: The Detailed Properties of Terrestrial Planets ,Science,Exoplanets & the Solar System,2/25/2020,1,45,7th Floor,2020
CIERA - Theory Group Meetings,Academic Seminars,,"CIERA Theory Group: Brian McNamara, Sara Issaoun & Giuliano Iorio",Science,,2/28/2020,1,35,CIERA Caf�,2020
CIERA - Astronomer Evenings,Public Outreach,560314,CIERA Astronomer Evenings,Outreach,,2/28/2020,1,25,Dearborn Observatory,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Allison Strom,Science,,3/3/2020,1,45,,2020
CIERA - Special Seminars,Academic Seminars,,Kishalay De,Science,,5/20/2020,1,40,,2020
CIERA - Special Seminars,Academic Seminars,,Rachel Amey,Science,,5/27/2020,1,40,,2020
CIERA - REACH,Public Outreach|Education,,REACH 2020 Research experiences in Astronomy at CIERA for High School Students,Outreach|Education,,6/29/2020,1,12,,2020
CIERA - Special Public Events,Public Outreach|Education,,CIERA High School Summer Research Experience - START,Education,,7/29/2020,8,12,Online,2020
CIERA - REU,Future Leaders,,REU Career Discussion Panel,Professional Development,,8/4/2020,1,11,Online,2020
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Stephen Taylor,Science,,9/22/2020,1,45,,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Marla Geha,Science,,9/29/2020,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Kareem El-Badry,Science,,10/2/2020,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ilse Cleeves,Science,,10/6/2020,1,45,,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Josiah Schwab,Science,,10/13/2020,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Burcin Mutlu Pakdil,Science,,10/16/2020,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Keith Hawkings,Science,,10/20/2020,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Sebastian Gomez,Science,,10/23/2020,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Nia Imara,Science,,10/27/2020,1,45,,2021
CIERA - Annual Public Lecture Series,Public Outreach,,"CIERA 12th Annual Public Lecture: Shane Larson - ""A Storm of Stars: a Living History of the Milky Way""",Outreach,Galaxies & Cosmology,10/28/2020,1,450,Online,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Meridith Joyce,Science,,11/6/2020,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Zaven Arzoumanian,Science,,11/10/2020,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Tarraneh Eftekhari,Science,,11/13/2020,1,60,CIERA Caf�,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Kishalay De,Science,,11/20/2020,1,60,CIERA Caf�,2021
CIERA - Astronomy on Tap,Public Outreach,,December 12 2019 Doughtnuts in Space and Other Black Hole Stories,Outreach,Other,12/1/2020,1,100,Chicago IL,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Ariadna Murguia-Berthier,Science,,12/4/2020,1,60,CIERA Caf�,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Jennifer Barnes,Science,,12/11/2020,1,60,CIERA Caf�,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Jamie Law-Smith,Science,,12/11/2020,1,60,CIERA Caf�,2021
CIERA - Special Public Events,Public Outreach|Education,,Northwestern Prison Education Program,Outreach|Education,,1/1/2021,1,20,"Stateville Correctional Center, Joliet IL",2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Viviana Acquaviva,Science,,1/19/2021,1,45,,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Tuguldur Sukhbold,Science,,1/26/2021,1,45,,2021
CIERA - Astronomy LIVE,Public Outreach|Education,,Astronomy LIVE debut,Outreach,Other,1/29/2021,1,45,Online,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Daniele Michilli,Science,,1/29/2021,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Alexie Leauthaud,Science,,2/2/2021,1,45,,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Renyu Hu,Science,,2/9/2021,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Tatsuya Mattsumoto,Science,,2/12/2021,1,60,CIERA Caf�,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Christopher Irwin,Science,,2/12/2021,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Johanna Teske,Science,,2/16/2021,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Edwin Chi-Ho Chan,Science,,2/19/2021,1,60,CIERA Caf�,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Michael Pajkos,Science,,2/19/2021,1,60,CIERA Caf�,2021
CIERA - Astronomy LIVE,Public Outreach|Education,,Astronomy LIVE - February,Outreach,Other,2/26/2021,1,60,Online,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Elaad Applebaum,Science,,2/26/2021,1,60,CIERA Caf�,2021
CIERA - Special Seminars,Academic Seminars,,Marta Bryan,Science,,3/8/2021,1,40,,2021
CIERA - Special Seminars,Academic Seminars,,Jason Wang,Science,,3/10/2021,1,40,,2021
CIERA - Special Seminars,Academic Seminars,,Kareem El-Badry,Science,,3/16/2021,1,40,,2021
CIERA - Special Seminars,Academic Seminars,,Ben Margalit,Science,,3/17/2021,1,40,,2021
CIERA - Special Seminars,Academic Seminars,,Adam Miller,Science,,3/18/2021,1,40,,2021
CIERA - Special Seminars,Academic Seminars,,Ana Bonaca,Science,,3/22/2021,1,40,,2021
CIERA - Conferences/Collab Meetings,Conferences,,"CIERA hosts ""TRiple EvolutioN and DYnamics"" (TRENDY) conference",Science,Stellar Dynamics & Stellar Populations,3/22/2021,4,210,Online,2021
CIERA - Special Seminars,Academic Seminars,,Rachel Bezanson,Science,,3/23/2021,1,40,,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Alexander Ji,Science,,4/6/2021,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Anna Sijie Yu,Science,,4/9/2021,1,60,CIERA Caf�,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Francisco Mercado,Science,,4/9/2021,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Megan Ansdell,Science,,4/13/2021,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Kaze Wang Kei Wong,Science,,4/16/2021,1,60,CIERA Caf�,2021
